position,wealth,category,full_name,age,country_of_residence,city_of_residence,source,citizenship,organization,gender,birth_date,last_name,first_name,title,residence_state,residence_region,birth_year,birth_month,birth_day,cpi_country,cpi_change_country,gdp_country,g_tertiary_ed_enroll,g_primary_ed_enroll,life_expectancy,tax_revenue,tax_rate,country_pop,country_lat,country_long,continent
2259,1200,Manufacturing,Wang Xiaoshen,54,China,Urumchi,Lithium,China,Unknown,M,1968-10-01,Wang,Xiaoshen,Unknown,No subdivisions info,No subdivisions info,1968,10,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Diversified,J. Wayne Weaver,87,United States,Jacksonville,Shoes,United States,Unknown,M,1935-09-01,Weaver,J. Wayne,Unknown,Florida,South,1935,9,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2259,1200,Food & Beverage,Drorit Wertheim,67,Israel,Bnei Atarot,Coca Cola Israel,Israel,Unknown,F,1956-01-01,Wertheim,Drorit,Unknown,No subdivisions info,No subdivisions info,1956,1,1,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
2259,1200,Finance & Investments,Cameron Winklevoss,41,United States,New York,Cryptocurrency,United States,Unknown,M,1981-08-21,Winklevoss,Cameron,Unknown,New York,Northeast,1981,8,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2259,1200,Finance & Investments,Tyler Winklevoss,41,United States,New York,Cryptocurrency,United States,Unknown,M,1981-08-21,Winklevoss,Tyler,Unknown,New York,Northeast,1981,8,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2259,1200,Manufacturing,Wu Chung-yi,67,Taiwan,Chang Hwa County,Manufacturing,Taiwan,Unknown,M,1955-07-01,Wu,Chung-yi,Unknown,No subdivisions info,No subdivisions info,1955,7,1,No CPI info,No CPI info,774700000000,50.6,100.2,80.7,9.4,59.2,24859912,23.69781,120.960515,Asia
2259,1200,Finance & Investments,Eugene Wu,77,Taiwan,Taipei,Finance,Taiwan,Unknown,M,1945-05-03,Wu,Eugene,Unknown,No subdivisions info,No subdivisions info,1945,5,3,No CPI info,No CPI info,774700000000,50.6,100.2,80.7,9.4,59.2,24859912,23.69781,120.960515,Asia
2259,1200,Fashion & Retail,Wu Yonghua,52,China,Xiamen,Apparel,China,Unknown,M,1971-01-01,Wu,Yonghua,Unknown,No subdivisions info,No subdivisions info,1971,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Manufacturing,Xia Xinde,58,China,Guangzhou,Batteries,China,Unknown,M,1964-10-15,Xia,Xinde,Unknown,No subdivisions info,No subdivisions info,1964,10,15,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Manufacturing,Wenbo Xiang,60,China,Changsha,Manufacturing,China,Unknown,M,1962-06-21,Xiang,Wenbo,Unknown,No subdivisions info,No subdivisions info,1962,6,21,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Food & Beverage,Xu Jin,58,China,Huaibei city,Wine,China,Unknown,M,1965-01-24,Xu,Jin,Unknown,No subdivisions info,No subdivisions info,1965,1,24,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Manufacturing,Xu Shijun & family,60,China,Nantong,Manufacturing,China,Unknown,M,1963-03-01,Xu,Shijun,Unknown,No subdivisions info,No subdivisions info,1963,3,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Service,Wanmao Xu,78,China,Ningbo,Education,China,Unknown,M,1945-01-01,Xu,Wanmao,Unknown,No subdivisions info,No subdivisions info,1945,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Manufacturing,Xu Yuejuan,61,China,Hangzhou,Petro Fibre,China,Unknown,F,1962-01-24,Xu,Yuejuan,Unknown,No subdivisions info,No subdivisions info,1962,1,24,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Healthcare,Vadim Yakunin,60,Russia,Moscow,Pharmacy,Russia,Unknown,M,1963-01-05,Yakunin,Vadim,Unknown,No subdivisions info,No subdivisions info,1963,1,5,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
2259,1200,Fashion & Retail,Yang Yunyun,46,China,Guangzhou,Retail,China,Unknown,F,1977-01-01,Yang,Yunyun,Unknown,No subdivisions info,No subdivisions info,1977,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Technology,Matei Zaharia,37,United States,Berkeley,Data analytics,Romania,Unknown,M,1985-04-21,Zaharia,Matei,Unknown,California,West,1985,4,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2259,1200,Diversified,Zan Shengda,60,China,Nantong,Diversified,China,Unknown,M,1963-04-02,Zan,Shengda,Unknown,No subdivisions info,No subdivisions info,1963,4,2,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Technology,Zhang Xuezheng,47,China,Jiaxing,Telecom,China,Unknown,M,1975-06-01,Zhang,Xuezheng,Unknown,No subdivisions info,No subdivisions info,1975,6,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Manufacturing,Zhang Yin,66,China,Dongguan,Paper manufacturing,China,Unknown,F,1957-02-01,Zhang,Yin,Unknown,No subdivisions info,No subdivisions info,1957,2,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Healthcare,Ning Zhao,56,China,Shanghai,Pharmaceuticals,United States,Unknown,F,1967-01-01,Zhao,Ning,Unknown,No subdivisions info,No subdivisions info,1967,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Manufacturing,Zhou Wen & family,58,China,Shanghai,Chemicals,China,Unknown,M,1965-03-06,Zhou,Wen,Unknown,No subdivisions info,No subdivisions info,1965,3,6,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2259,1200,Construction & Engineering,Zhu Xingliang,63,China,Suzhou,Construction,China,Unknown,M,1959-05-01,Zhu,Xingliang,Unknown,No subdivisions info,No subdivisions info,1959,5,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Fashion & Retail,Hari Krishan Agarwal,66,India,Delhi,Sports shoes,India,Unknown,M,1956-04-05,Agarwal,Hari Krishan,Unknown,No subdivisions info,No subdivisions info,1956,4,5,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2405,1100,Energy,Farkhad Akhmedov,67,Russia,Moscow,Investments,Russia,Unknown,M,1955-09-15,Akhmedov,Farkhad,Unknown,No subdivisions info,No subdivisions info,1955,9,15,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
2405,1100,Finance & Investments,Joseph Bae,51,United States,New York,Private equity,United States,Unknown,M,1972-01-12,Bae,Joseph,Unknown,New York,Northeast,1972,1,12,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Food & Beverage,Abigail Bennett,42,United States,Rochester,Liquor,United States,Unknown,F,1980-12-27,Bennett,Abigail,Unknown,New York,Northeast,1980,12,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Fashion & Retail,Sara Blakely,52,United States,Atlanta,Spanx,United States,Spanx,F,1971-02-27,Blakely,Sara,Founder,Georgia,South,1971,2,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Finance & Investments,Lloyd Blankfein,68,United States,New York,Banking,United States,Goldman Sachs Group,M,1954-09-20,Blankfein,Lloyd,CEO,New York,Northeast,1954,9,20,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Diversified,Henadiy Boholyubov,61,Ukraine,Dnipro,"Banking, investments",Ukraine,Unknown,M,1962-01-01,Boholyubov,Henadiy,Unknown,No subdivisions info,No subdivisions info,1962,1,1,281.66,7.9,153781069118,82.7,99.0,71.6,20.1,45.2,44385155,48.379433,31.16558,Europe
2405,1100,Real Estate,Stephane Bonvin,56,Switzerland,Lens,Real estate,Switzerland,Unknown,M,1967-01-01,Bonvin,Stephane,Unknown,No subdivisions info,No subdivisions info,1967,1,1,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
2405,1100,Diversified,Oleg Boyko,58,Switzerland,Lipperswil,Diversified,Russia,Unknown,M,1964-09-28,Boyko,Oleg,Unknown,No subdivisions info,No subdivisions info,1964,9,28,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
2405,1100,Technology,Ryan Breslow,28,United States,Miami,E-commerce software,United States,Bolt,M,1994-05-20,Breslow,Ryan,Cofounder,Florida,South,1994,5,20,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Fashion & Retail,Thomas Bruch,72,Germany,St. Wendel,Retail,Germany,Unknown,M,1950-04-25,Bruch,Thomas,Unknown,No subdivisions info,No subdivisions info,1950,4,25,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2405,1100,Technology,Marina Budiman,61,Indonesia,Jakarta,Data centers,Indonesia,Unknown,F,1961-09-05,Budiman,Marina,Unknown,No subdivisions info,No subdivisions info,1961,9,5,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Asia
2405,1100,Food & Beverage,Pradip Burman,80,India,Delhi,Consumer goods,India,Unknown,M,1942-11-02,Burman,Pradip,Unknown,No subdivisions info,No subdivisions info,1942,11,2,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2405,1100,Healthcare,Cai Hongbin,59,China,Lianyungang,Pharmaceuticals,China,Unknown,M,1964-01-01,Cai,Hongbin,Unknown,No subdivisions info,No subdivisions info,1964,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Manufacturing,Cao Kejian,60,China,Quzhou,Air compressors,China,Unknown,M,1962-04-10,Cao,Kejian,Unknown,No subdivisions info,No subdivisions info,1962,4,10,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Food & Beverage,Giuliana Caprotti,82,Italy,Milan,Supermarkets,Italy,Unknown,F,1940-11-21,Caprotti,Giuliana,Unknown,No subdivisions info,No subdivisions info,1940,11,21,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
2405,1100,Food & Beverage,Marina Caprotti,45,Italy,Milan,Supermarkets,Italy,Unknown,F,1978-01-17,Caprotti,Marina,Unknown,No subdivisions info,No subdivisions info,1978,1,17,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
2405,1100,Technology,Chang Jing,40,China,Beijing,Technology,China,Unknown,M,1982-08-01,Chang,Jing,Unknown,No subdivisions info,No subdivisions info,1982,8,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Healthcare,Chen Baohua,61,China,Linhai,Pharmaceutical,China,Unknown,M,1962-01-01,Chen,Baohua,Unknown,No subdivisions info,No subdivisions info,1962,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Energy,Gang Chen,55,China,Guangzhou,Solar energy,China,Unknown,M,1968-01-01,Chen,Gang,Unknown,No subdivisions info,No subdivisions info,1968,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Logistics,Liying Chen,47,China,Shanghai,Package delivery,China,Unknown,F,1975-10-30,Chen,Liying,Unknown,No subdivisions info,No subdivisions info,1975,10,30,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Technology,Tony Chen,73,Taiwan,Taichung,Electronics,Taiwan,Unknown,M,1949-07-01,Chen,Tony,Unknown,No subdivisions info,No subdivisions info,1949,7,1,No CPI info,No CPI info,774700000000,50.6,100.2,80.7,9.4,59.2,24859912,23.69781,120.960515,Asia
2405,1100,Manufacturing,Chen Xueling,55,China,Shantou,Stationery,China,Unknown,F,1967-10-16,Chen,Xueling,Unknown,No subdivisions info,No subdivisions info,1967,10,16,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Food & Beverage,Cheng Lili,58,China,Changzhou,Poultry breeding,China,Unknown,M,1965-01-01,Cheng,Lili,Unknown,No subdivisions info,No subdivisions info,1965,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Technology,Weili Dai,61,United States,Las Vegas,Semiconductors,United States,Marvell Technology Group Ltd.,F,1961-09-14,Dai,Weili,Cofounder-President,Nevada,West,1961,9,14,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Food & Beverage,Carmen Daurella Aguilera,70,Spain,Barcelona,Coca-Cola bottler,Spain,Unknown,F,1952-07-01,Daurella Aguilera,Carmen,Unknown,No subdivisions info,No subdivisions info,1952,7,1,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
2405,1100,Manufacturing,Deng Yingzhong,72,China,Zhongshan,Paper,China,Unknown,M,1951-01-01,Deng,Yingzhong,Unknown,No subdivisions info,No subdivisions info,1951,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Finance & Investments,Shlomo Eliahu,87,Israel,Tel Aviv,Insurance,Israel,Unknown,M,1936-01-18,Eliahu,Shlomo,Unknown,No subdivisions info,No subdivisions info,1936,1,18,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
2405,1100,Finance & Investments,Henry Engelhardt,65,United Kingdom,Cardiff,Insurance,United States,Admiral Group ,M,1958-01-17,Engelhardt,Henry,Chief Executive Officer,No subdivisions info,No subdivisions info,1958,1,17,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2405,1100,Service,Gabriel Escarrer,88,Spain,Palma de Majorca,Hotels,Spain,Unknown,M,1935-03-02,Escarrer,Gabriel,Unknown,No subdivisions info,No subdivisions info,1935,3,2,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
2405,1100,Manufacturing,Daniel Feffer,63,Brazil,São Paulo,Pulp and paper,Brazil,Unknown,M,1959-10-28,Feffer,Daniel,Unknown,No subdivisions info,No subdivisions info,1959,10,28,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
2405,1100,Telecom,Gleb Fetisov,56,Cyprus,Limassol,Investments,Russia,Unknown,M,1966-06-05,Fetisov,Gleb,Unknown,No subdivisions info,No subdivisions info,1966,6,5,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859,Europe
2405,1100,Fashion & Retail,Paul Fireman,79,United States,Brookline,Reebok,United States,Unknown,M,1944-02-14,Fireman,Paul,Unknown,Massachusetts,Northeast,1944,2,14,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Fashion & Retail,Robert Fisher,69,United States,San Francisco,Gap,United States,Gap Inc.,M,1953-08-01,Fisher,Robert,Chairman of the Board,California,West,1953,8,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Fashion & Retail,Bernd Freier,66,Germany,Rottendorf,Fashion retail,Germany,Unknown,M,1957-01-01,Freier,Bernd,Unknown,No subdivisions info,No subdivisions info,1957,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2405,1100,Manufacturing,Donald Friese,82,United States,Los Angeles,Manufacturing,United States,Unknown,M,1940-10-03,Friese,Donald,Unknown,California,West,1940,10,3,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Healthcare,Gan Zhongru,74,China,Beijing,Pharmaceuticals,China,Unknown,M,1948-07-01,Gan,Zhongru,Unknown,No subdivisions info,No subdivisions info,1948,7,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Fashion & Retail,Rahul Gautam,70,India,Delhi,Mattresses,India,Unknown,M,1952-11-18,Gautam,Rahul,Unknown,No subdivisions info,No subdivisions info,1952,11,18,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2405,1100,Finance & Investments,David Golub,60,United States,New York,Private equity,United States,Unknown,M,1962-04-16,Golub,David,Investor,New York,Northeast,1962,4,16,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Real Estate,Pavel Golubkov,47,Russia,Moscow,"Building, development",Russia,Unknown,M,1976-03-13,Golubkov,Pavel,Unknown,No subdivisions info,No subdivisions info,1976,3,13,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
2405,1100,Fashion & Retail,Cristina Green,63,United Kingdom,London,Fashion retail,United Kingdom,Unknown,F,1960-01-01,Green,Cristina,Unknown,No subdivisions info,No subdivisions info,1960,1,1,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2405,1100,Fashion & Retail,Philip Green,63,United Kingdom,London,Fashion retail,United Kingdom,Unknown,M,1960-01-01,Green,Philip,Unknown,No subdivisions info,No subdivisions info,1960,1,1,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2405,1100,Energy,Said Gutseriev,34,United Kingdom,London,"Retail, investments",Russia,Unknown,M,1988-04-18,Gutseriev,Said,Unknown,No subdivisions info,No subdivisions info,1988,4,18,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2405,1100,Service,Polys Haji-Ioannou,63,Monaco,Monaco,EasyJet,Cyprus,Unknown,M,1960-01-11,Haji-Ioannou,Polys,Unknown,No subdivisions info,No subdivisions info,1960,1,11,No CPI info,No CPI info,7184844193,67.0,102.6,85.9,14.2,46.2,38964,43.7384176,7.4246158,Europe
2405,1100,Food & Beverage,He Zuxun,57,China,Kunming,Pig breeding,China,Unknown,M,1965-10-28,He,Zuxun,Unknown,No subdivisions info,No subdivisions info,1965,10,28,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Finance & Investments,Christian Herz,65,Germany,Hamburg,Coffee,Germany,Unknown,M,1958-01-01,Herz,Christian,Unknown,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2405,1100,Finance & Investments,Michaela Herz,65,Germany,Hamburg,Coffee,Germany,Unknown,F,1958-01-01,Herz,Michaela,Unknown,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2405,1100,Technology,David Hindawi,78,United States,Seattle,Software,United States,Tanium,M,1944-12-08,Hindawi,David,Executive Chairman,Washington,West,1944,12,8,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Technology,Huang Shan,52,China,Shenzhen,Software,China,Unknown,M,1970-08-09,Huang,Shan,Unknown,No subdivisions info,No subdivisions info,1970,8,9,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Technology,Huang Xiaofen & family,61,China,Shenzhen,Printed circuit boards,China,Unknown,F,1962-01-01,Huang,Xiaofen,Unknown,No subdivisions info,No subdivisions info,1962,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Automotive,Hiroshi Ishibashi,76,Japan,Tokyo,Tires,Japan,Unknown,M,1946-08-01,Ishibashi,Hiroshi,Unknown,No subdivisions info,No subdivisions info,1946,8,1,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
2405,1100,Gambling & Casinos,Masayuki Ishihara,74,Japan,Tokyo,Pachinko machines,Japan,Unknown,M,1948-12-15,Ishihara,Masayuki,Unknown,No subdivisions info,No subdivisions info,1948,12,15,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
2405,1100,Finance & Investments,Chatchai Kaewbootta,71,Thailand,Bangkok,Auto loans,Thailand,Unknown,M,1951-07-05,Kaewbootta,Chatchai,Unknown,No subdivisions info,No subdivisions info,1951,7,5,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
2405,1100,Finance & Investments,Nikhil Kamath,36,India,Bangalore,Financial services,India,Unknown,M,1986-09-05,Kamath,Nikhil,Unknown,No subdivisions info,No subdivisions info,1986,9,5,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2405,1100,Finance & Investments,Jonas Kamprad,57,United Kingdom,London,IKEA,Sweden,Unknown,M,1966-03-04,Kamprad,Jonas,Unknown,No subdivisions info,No subdivisions info,1966,3,4,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2405,1100,Finance & Investments,Mathias Kamprad,53,United Kingdom,London,IKEA,Sweden,Unknown,M,1969-06-27,Kamprad,Mathias,Unknown,No subdivisions info,No subdivisions info,1969,6,27,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2405,1100,Finance & Investments,Peter Kamprad,59,Belgium,Tervuren,IKEA,Sweden,Unknown,M,1964-03-29,Kamprad,Peter,Unknown,No subdivisions info,No subdivisions info,1964,3,29,117.11,1.4,529606710418,79.7,103.9,81.6,24.0,55.4,11484055,50.503887,4.469936,Europe
2405,1100,Service,Fumio Kaneko,66,Japan,Kobe,Waste management,Japan,Unknown,M,1956-10-17,Kaneko,Fumio,Unknown,No subdivisions info,No subdivisions info,1956,10,17,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
2405,1100,Automotive,Sunjay Kapur,51,India,Delhi,Auto parts,United States,Unknown,M,1971-10-15,Kapur,Sunjay,Unknown,No subdivisions info,No subdivisions info,1971,10,15,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2405,1100,Energy,Ali Metin Kazanci,88,Turkey,Istanbul,Energy,Turkey,Unknown,M,1934-08-30,Kazanci,Ali Metin,Unknown,No subdivisions info,No subdivisions info,1934,8,30,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,Asia
2405,1100,Healthcare,Kangbao Ke & family,60,China,Guangzhou,Retailing,China,Unknown,M,1963-01-01,Ke,Kangbao,Unknown,No subdivisions info,No subdivisions info,1963,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2405,1100,Sports,Carsten Koerl,58,Switzerland,Zurich,Sports data,Germany,Unknown,M,1964-11-27,Koerl,Carsten,"Entrepreneur, Investor",No subdivisions info,No subdivisions info,1964,11,27,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
2405,1100,Technology,Koo Bon-sik,64,South Korea,Seoul,LG,South Korea,Heesung,M,1958-06-28,Koo,Bon-sik,Unknown,No subdivisions info,No subdivisions info,1958,6,28,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Asia
2405,1100,Energy,Andrei Kosogov,62,Russia,Moscow,Banking,Russia,Unknown,M,1961-03-15,Kosogov,Andrei,Unknown,No subdivisions info,No subdivisions info,1961,3,15,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
2405,1100,Manufacturing,Yogesh Kothari,74,India,Mumbai,Specialty chemicals,India,Unknown,M,1949-01-01,Kothari,Yogesh,Unknown,No subdivisions info,No subdivisions info,1949,1,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2405,1100,Healthcare,Arvind Lal,73,India,Delhi,Medical diagnostics,India,Unknown,M,1949-08-22,Lal,Arvind,Unknown,No subdivisions info,No subdivisions info,1949,8,22,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2405,1100,Gambling & Casinos,Manuel Lao Hernández,78,Spain,Matadepera,Casinos,Spain,Unknown,M,1944-06-10,Lao Hernández,Manuel,Unknown,No subdivisions info,No subdivisions info,1944,6,10,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
2405,1100,Construction & Engineering,Lee Joong-keun,82,South Korea,Seoul,"Construction, real estate",South Korea,Booyoung Group,M,1941-01-11,Lee,Joong-keun,Unknown,No subdivisions info,No subdivisions info,1941,1,11,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Asia
2405,1100,Finance & Investments,Nancy Lerner,62,United States,Cleveland,"Banking, credit cards",United States,Unknown,F,1960-05-11,Lerner,Nancy,Unknown,Ohio,Midwest,1960,5,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Finance & Investments,Norma Lerner,87,United States,Cleveland,Banking,United States,Unknown,F,1936-03-28,Lerner,Norma,Unknown,Ohio,Midwest,1936,3,28,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2405,1100,Finance & Investments,Randolph Lerner,61,United States,Cleveland,"Banking, credit cards",United States,Unknown,M,1962-02-21,Lerner,Randolph,Unknown,Ohio,Midwest,1962,2,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
